Window index,Dataset code,Time index,Year,Month,Day,Hour,Minute,Day of year,Minute of day,Time resolution_min,Load power_MW,Wind power_MW,PV power_MW,Hydropower output_MW,Pumped-storage generation_MW,Pumped-storage pumping_MW,Stored energy_MWh,Net load_MW,Curtailment_MW,Total supply_MW,Power deficit_MW,Power surplus_MW,Total supply with slack_MW,Power-balance error_MW,Power-deficit flag,TOU season code,General TOU period code,General TOU relative-price index,General TOU tariff_CNY_per_MWh,Yalong River proxy TOU period code,Yalong River proxy relative-price index,Yalong River proxy tariff_CNY_per_MWh,Tariff-policy applicability code
2,1,7020,2025,10,20,11,0,293,660,60,3185.25018661,404.44172455,1625.42921320,7679.13648808,201.92850764,676.84885327,1784.54417804,6912.77139784,0.00000000,9840.13147801,0.00610228,0.00000000,9143.91548440,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7021,2025,10,20,12,0,293,720,60,5503.99637449,64.87229998,2180.07755153,9420.68932367,-215.18702382,780.86313879,2228.74727998,8156.58323086,0.00000000,10137.54567970,-37.85711878,0.00000000,10304.06545384,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7022,2025,10,20,13,0,293,780,60,8210.37397623,166.92268080,1801.69784255,4607.87338108,23.61727253,1023.99982848,3101.06905364,6570.47806241,0.00000000,10112.86413404,-15.83163045,0.00000000,5998.81013941,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7023,2025,10,20,14,0,293,840,60,9726.51441481,236.29761960,2360.95922547,9280.59123320,-99.77399152,605.61040821,3515.92659034,8603.61568718,0.00000000,12277.76090698,-54.77336611,0.00000000,12944.13038911,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7024,2025,10,20,15,0,293,900,60,14946.56696551,154.39178414,486.24612777,5931.95580074,42.48988504,430.32114959,3869.57560976,11777.14960032,0.00000000,8651.23846455,14.80282138,0.00000000,12204.14576723,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7025,2025,10,20,16,0,293,960,60,7436.21846869,142.45022969,129.05898937,8583.38144673,68.40637805,-24.27089247,5182.55044482,9607.93728240,0.00000000,10957.75942074,10.84017610,0.00000000,15143.80931285,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7026,2025,10,20,17,0,293,1020,60,14899.85347716,241.52992077,209.62748124,16089.49060606,90.53794979,1.73330112,3969.88303875,10368.52418973,0.00000000,6020.02124214,411.09753098,0.00000000,9409.67948053,0.00000000,2,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7027,2025,10,20,18,0,293,1080,60,10361.79354380,259.10461390,-234.10222842,8314.70963591,-267.57858821,55.07035942,4455.14084246,11577.83012467,0.00000000,10609.90470297,760.62589075,0.00000000,9201.88950997,0.00000000,2,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7028,2025,10,20,19,0,293,1140,60,14751.30554258,374.99386736,-417.94802456,7404.09959310,1185.47396835,118.11509497,1584.62797921,10931.53037319,0.00000000,13701.68862057,-14.47617079,0.00000000,9937.92232485,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7029,2025,10,20,20,0,293,1200,60,12357.50112024,146.47204571,-137.11652505,10688.07883295,1381.34460323,-9.51166288,2078.90539789,5704.54090184,0.00000000,9049.35718124,51.64726449,0.00000000,12146.16904201,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7030,2025,10,20,21,0,293,1260,60,6007.81776778,183.88067195,326.47455373,11538.11514518,1376.01852100,0.37359518,-1291.41418197,13033.75900402,0.00000000,8444.03993725,74.11034137,0.00000000,12083.42556756,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7031,2025,10,20,22,0,293,1320,60,8546.85482052,203.25606535,-81.78476737,6835.03541296,-34.34501427,87.62857262,-309.84994383,16279.40851856,0.00000000,6494.62145400,793.26698340,0.00000000,9492.69250420,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7032,2025,10,20,23,0,293,1380,60,10924.91158226,128.84397241,-19.30434408,11865.38171699,-39.95705930,-203.78907929,-428.14342526,10153.27151287,0.00000000,19394.85999580,431.97569290,0.00000000,9205.84434235,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7033,2025,10,21,0,0,294,0,60,14132.20089439,138.35224726,-564.68732786,10241.58697809,61.05072128,288.58379582,850.84168580,6883.15365787,0.00000000,13187.31439252,-50.15560600,0.00000000,14555.53490384,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7034,2025,10,21,1,0,294,60,60,3538.18645543,453.41865286,156.30086212,6876.47123556,-135.29532436,-199.76926353,-604.44731934,12771.01149021,0.00000000,10103.67205795,20.43695937,0.00000000,10795.76543145,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7035,2025,10,21,2,0,294,120,60,11938.60519432,390.58114117,-43.27189793,10734.98064642,110.43280215,43.92680436,68.92469713,4440.68009540,0.00000000,5917.13399198,2.80253522,0.00000000,14514.04481953,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7036,2025,10,21,3,0,294,180,60,8579.22204882,116.54307544,443.95396228,10077.21541112,218.73834343,149.80072853,260.89944739,8129.38433439,0.00000000,12339.73800704,16.67761328,0.00000000,9048.25779981,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7037,2025,10,21,4,0,294,240,60,11926.91239452,83.17493224,265.47130690,4122.35571398,-37.83963774,98.80412201,-360.28848070,10880.28947055,0.00000000,7055.67478315,-28.34817377,0.00000000,9818.41729084,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7038,2025,10,21,5,0,294,300,60,7578.08380032,308.17711159,-205.43308065,5897.16682924,32.97126299,-79.90935141,-508.20523893,4159.85483168,0.00000000,3720.78439291,-36.68731624,0.00000000,11257.43415974,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7039,2025,10,21,6,0,294,360,60,11590.57728815,281.72852058,-648.58293978,9211.85327929,-86.56699326,97.31840363,-738.95288007,8304.02416635,0.00000000,11055.77554127,131.29039812,0.00000000,7488.55431199,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7040,2025,10,21,7,0,294,420,60,10922.44711956,4.86328650,-433.55632446,15736.57679866,-86.64507310,-141.67519379,658.70797164,11267.95919043,0.00000000,9681.24924299,244.80053542,0.00000000,8157.57295481,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7041,2025,10,21,8,0,294,480,60,15127.35593045,399.67551687,368.08984901,7376.44551236,-90.17358406,-61.77805567,707.65047061,9539.46774124,0.00000000,10397.57609150,25.23770711,0.00000000,15390.59322303,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7042,2025,10,21,9,0,294,540,60,12281.70486113,410.08993774,1848.63155120,9429.92302761,-50.00169381,-218.77385932,149.83878689,11513.34492538,0.00000000,11088.80273631,45.17636890,0.00000000,5125.46434857,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7043,2025,10,21,10,0,294,600,60,16027.07677715,247.07226657,1082.38412013,7199.56295046,50.10850699,-104.58859786,1059.57822520,13307.75366488,0.00000000,15595.87221109,15.36719072,0.00000000,12675.82540934,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7044,2025,10,21,11,0,294,660,60,13216.93548288,344.22558240,2133.89575734,13003.86957168,-59.35126551,861.66975532,1746.58763929,10247.32522171,0.00000000,14204.34146020,40.80929598,0.00000000,12351.99699861,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7045,2025,10,21,12,0,294,720,60,7040.07707350,337.38189386,2226.48597102,4623.08065876,-35.59507428,811.14555484,467.83707462,5754.32215325,0.00000000,10209.75687596,18.74164663,0.00000000,12295.77238135,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7046,2025,10,21,13,0,294,780,60,8622.58074383,132.45016855,1841.97329293,11425.59891621,155.53386087,910.96215768,1766.40271985,9628.62727118,0.00000000,9748.06260858,-51.71435743,0.00000000,12077.59092772,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7047,2025,10,21,14,0,294,840,60,10854.58297818,507.54107015,1639.25740954,10329.15325603,-61.52689320,394.37676707,3320.31218769,8908.67002131,0.00000000,9257.50032505,27.58085372,0.00000000,16052.34707975,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7048,2025,10,21,15,0,294,900,60,7020.42991547,186.20885360,1840.89414236,10755.79365322,-87.29579760,549.84851008,3127.53774996,7561.23866663,0.00000000,9874.74304960,8.79503702,0.00000000,12572.92501521,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7049,2025,10,21,16,0,294,960,60,12923.89630497,226.30080993,928.52420534,11957.96185162,-57.10587309,-10.51965266,2645.17054726,9392.17716377,0.00000000,8109.86942222,13.29670924,0.00000000,9714.43329099,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7050,2025,10,21,17,0,294,1020,60,9691.29654856,159.24000170,64.90126531,9208.48818846,-103.38320511,126.55286929,3356.75823699,11820.74243859,0.00000000,10963.73408112,383.45223813,0.00000000,12013.36897898,0.00000000,2,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7051,2025,10,21,18,0,294,1080,60,8425.07676696,312.95546931,0.99349765,13514.06159308,24.87973932,111.55383635,3321.59766957,10753.19513029,0.00000000,7375.76133373,770.59962501,0.00000000,7084.43350079,0.00000000,2,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7052,2025,10,21,19,0,294,1140,60,10348.45246630,174.77784027,-176.57600945,12153.18450959,1132.18053407,-61.78597718,2100.24988688,11687.55188520,0.00000000,7614.62371129,5.03546199,0.00000000,9520.37411373,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7053,2025,10,21,20,0,294,1200,60,9806.96806807,221.14112140,-719.78190444,4165.41171076,1218.91007791,-119.22798630,-543.33710636,10916.81006021,0.00000000,13895.54885222,36.01244706,0.00000000,13933.96228892,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7054,2025,10,21,21,0,294,1260,60,8935.77385572,279.30187215,562.32879508,13603.06709085,112.28071891,-9.53393189,1213.53490753,7965.91186363,0.00000000,8681.80252902,942.11701635,0.00000000,7338.97346873,0.00000000,2,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7055,2025,10,21,22,0,294,1320,60,8485.46658474,234.76294401,299.73171294,10966.09446884,1.21379253,-41.05481254,653.33129439,10193.77202331,0.00000000,6662.10550246,768.38300349,0.00000000,11790.21530137,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7056,2025,10,21,23,0,294,1380,60,7706.92807999,356.84767137,44.72843100,8918.02626102,155.53921042,-113.00565336,1136.47092776,10211.42161079,0.00000000,10576.51338847,527.56647664,0.00000000,9669.08580322,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7057,2025,10,22,0,0,295,0,60,7311.85989001,209.29125684,-170.76165200,16454.91058953,234.61821132,-51.63695088,-1344.23508592,9101.09098905,0.00000000,5256.19146547,-26.23674289,0.00000000,14176.44637510,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7058,2025,10,22,1,0,295,60,60,9402.44622432,167.63187464,109.96514296,4892.66141991,118.58982214,48.70781936,1237.34020268,10374.26897593,0.00000000,8692.36362502,-79.10941201,0.00000000,12282.58702219,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7059,2025,10,22,2,0,295,120,60,6348.46989602,89.68551698,157.95695518,10303.70325913,166.26228401,-80.61277678,247.79586970,9311.84820253,0.00000000,11858.49333142,6.06148697,0.00000000,13826.63710982,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7060,2025,10,22,3,0,295,180,60,6740.40554507,97.02461676,844.11329544,8552.62402434,-33.36509346,67.91296873,985.38956345,13920.10308609,0.00000000,6048.51375840,-10.12234237,0.00000000,14282.72887897,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7061,2025,10,22,4,0,295,240,60,7328.59287118,410.43777520,-124.66762066,13314.12751628,-30.94503837,-109.02599197,864.92113388,4572.51325094,0.00000000,8854.55232924,41.31410905,0.00000000,5175.56823114,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7062,2025,10,22,5,0,295,300,60,12392.98240733,251.32326297,-500.68173723,9722.73343681,-114.74169541,32.74873423,-585.16183658,9657.23853329,0.00000000,9242.92486223,-81.87071611,0.00000000,9563.10040498,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7063,2025,10,22,6,0,295,360,60,11707.51634368,331.41536791,215.38978692,14151.46436000,-206.87214518,-148.84703135,142.88623305,9741.76316245,0.00000000,12244.99677825,46.49570048,0.00000000,11345.46338384,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7064,2025,10,22,7,0,295,420,60,11212.46276328,732.16927736,699.33407084,12141.84131577,-177.99985104,-13.65901374,971.39714131,5866.31579552,0.00000000,11824.97975409,165.82228472,0.00000000,11547.58729356,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7065,2025,10,22,8,0,295,480,60,8843.11598354,450.58326775,468.78089927,12532.16977172,-17.06931442,-10.56037213,629.48172380,11732.07824777,0.00000000,7657.23197903,-10.36966436,0.00000000,10960.14507146,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7066,2025,10,22,9,0,295,540,60,9597.32021308,377.88910439,408.49606144,11347.95260445,-93.16462160,22.25893495,99.13437238,13292.51994924,0.00000000,16406.47064868,63.92066171,0.00000000,10517.48387056,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7067,2025,10,22,10,0,295,600,60,12791.14641671,358.58592442,1865.23145798,17345.64052863,82.22469828,-127.75844566,171.26262461,9763.10864029,0.00000000,9301.62344979,25.34619230,0.00000000,4995.52130662,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7068,2025,10,22,11,0,295,660,60,9996.66411664,342.40933464,1800.96430354,7600.85026279,-110.81455496,719.95787529,881.17081213,8656.67934754,0.00000000,4894.05530449,-3.75150050,0.00000000,10805.06717168,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7069,2025,10,22,12,0,295,720,60,9831.56679865,406.33083112,2518.38883495,9918.07171185,73.59004938,1059.63549202,2476.33856399,12847.18131966,0.00000000,13479.20702507,-76.99920372,0.00000000,11752.23758431,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7070,2025,10,22,13,0,295,780,60,8165.42698815,530.73304638,1247.61215825,8438.64474786,-45.93935041,851.10696736,2133.49263943,4555.30513221,0.00000000,12772.00672218,-41.24719492,0.00000000,6575.86496013,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7071,2025,10,22,14,0,295,840,60,13511.09675550,313.59340821,1814.64862661,7448.24234075,-67.04923701,626.28916825,3139.91552009,6518.10149668,0.00000000,11076.57047779,33.70594854,0.00000000,11016.75919557,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7072,2025,10,22,15,0,295,900,60,11326.90338896,282.65306497,1545.44429448,11308.09035011,122.42824624,605.87075170,3482.54665237,7098.28376987,0.00000000,15183.97746638,-33.94138770,0.00000000,10294.87637187,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7073,2025,10,22,16,0,295,960,60,7101.16867084,534.28307894,822.11198801,10109.91120473,-92.72999459,-32.43502388,4454.36177877,11621.32349946,0.00000000,7310.84375311,-13.52302765,0.00000000,10278.53533951,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7074,2025,10,22,17,0,295,1020,60,7825.16444733,417.82530717,154.79131723,7048.43531368,72.34537224,-49.29230551,4460.52759572,5567.87827859,0.00000000,13987.56037653,276.72033617,0.00000000,7678.39951423,0.00000000,2,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7075,2025,10,22,18,0,295,1080,60,8316.35237770,507.00574293,-598.10683571,11222.09059328,153.22647807,-62.08722730,2627.62988308,11002.31584468,0.00000000,15498.01939781,692.50883717,0.00000000,9040.04896059,0.00000000,2,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7076,2025,10,22,19,0,295,1140,60,14001.30982378,179.83309333,401.36988147,8482.89229487,955.54992357,-276.09175659,2958.01002807,9262.85167560,0.00000000,13139.19437800,19.11203828,0.00000000,12295.57958128,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7077,2025,10,22,20,0,295,1200,60,9776.92261064,198.05627591,225.18179445,11292.51797407,1130.95557463,-31.75064321,1278.81811402,9693.32565908,0.00000000,15781.28567490,3.96087032,0.00000000,15340.13745364,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7078,2025,10,22,21,0,295,1260,60,10486.39303237,277.36808865,594.93398681,9513.45644024,1.18445086,91.19478390,798.43308510,12655.64112531,0.00000000,15829.50523608,951.49690320,0.00000000,9255.90573196,0.00000000,2,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7079,2025,10,22,22,0,295,1320,60,8426.95973071,179.97739551,980.34662487,8773.14535961,140.34146121,-78.33132551,1261.97463167,9287.59899864,0.00000000,8718.38018746,681.59831741,0.00000000,13150.14776553,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7080,2025,10,22,23,0,295,1380,60,10937.04297267,275.45509572,-73.24783291,11945.52312275,-263.28751936,57.21545676,752.75316109,10055.79402356,0.00000000,10843.21929552,447.69605826,0.00000000,8213.07436423,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7081,2025,10,23,0,0,296,0,60,10327.38878106,257.88958172,253.61866472,7886.30536568,-17.62662209,-28.01490291,270.73166911,11517.84646572,0.00000000,13073.94116002,24.32758030,0.00000000,6364.54365587,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7082,2025,10,23,1,0,296,60,60,4687.56950262,237.41478723,204.41727491,5790.99262622,56.54968110,-92.44188042,668.35132473,10393.00674199,0.00000000,11489.30638534,22.16133526,0.00000000,12820.62062107,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7083,2025,10,23,2,0,296,120,60,8552.23713069,233.43766311,-30.37111677,8254.84036289,80.73734437,63.77753824,904.06750742,10904.38389225,0.00000000,10322.09275656,25.56370952,0.00000000,14198.07586019,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7084,2025,10,23,3,0,296,180,60,14587.85919515,390.87618046,133.21860213,9419.07886506,80.85674700,-28.14745495,-355.97566979,7332.93707188,0.00000000,13767.03522521,-18.17112828,0.00000000,12093.73714919,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7085,2025,10,23,4,0,296,240,60,10624.40064398,213.13268933,-263.50001655,11276.41725549,-321.85567745,121.69299648,1370.54643410,7102.30497680,0.00000000,9200.86145773,-16.24345462,0.00000000,10126.57545835,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7086,2025,10,23,5,0,296,300,60,12344.02248698,486.30549581,-35.36475225,11966.46743383,-73.60823532,-123.03891532,1147.35322432,8123.35664108,0.00000000,13040.39177848,-67.19160549,0.00000000,11969.92843209,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7087,2025,10,23,6,0,296,360,60,9786.01793955,368.50006756,358.98828139,7874.58042236,-57.10320863,114.11648924,329.83876318,12823.21405193,0.00000000,9524.47873611,6.66502048,0.00000000,11650.40252118,0.00000000,1,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7088,2025,10,23,7,0,296,420,60,8509.16915163,434.48548939,162.45062463,10771.69342632,-18.42182967,26.69157310,572.59405704,10215.30507658,0.00000000,12368.04217794,72.71458402,0.00000000,8939.76714889,0.00000000,2,2,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
2,1,7089,2025,10,23,8,0,296,480,60,9967.71490170,509.52773022,609.62430991,7710.76471730,7.84139400,49.50504350,-26.48449317,14330.38480096,0.00000000,10914.30111996,18.23284247,0.00000000,11359.25207708,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7090,2025,10,23,9,0,296,540,60,6538.83976033,373.44805505,1001.06803113,13471.30712452,-115.03391213,-53.66919548,-432.79273205,9041.76441433,0.00000000,9473.76119737,0.06883766,0.00000000,11216.46238269,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7091,2025,10,23,10,0,296,600,60,4903.26058773,398.47387933,2150.20013740,7704.42615351,-16.08588964,-122.13221046,1101.08931105,6936.60471544,0.00000000,11611.37969477,-34.76772371,0.00000000,10116.02141958,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7092,2025,10,23,11,0,296,660,60,8276.40893820,369.83389838,1928.67628725,11276.05744908,-57.00187272,663.69054307,1496.81040166,8884.09676092,0.00000000,10128.13191832,48.15137846,0.00000000,6958.54598894,0.00000000,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
2,1,7093,2025,10,23,12,0,296,720,60,13803.07978723,753.86946420,2571.85141134,9402.83130397,97.63962942,758.78133496,817.11752839,13137.79159095,0.00000000,9242.30296202,0.53459032,0.00000000,8915.38064797,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7094,2025,10,23,13,0,296,780,60,7964.37993940,462.61862457,1962.15770732,8134.64066795,-130.92594100,675.61504436,2308.48734897,8530.62719893,0.00000000,13355.82613981,46.67795629,0.00000000,15166.79161168,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7095,2025,10,23,14,0,296,840,60,7682.52263634,348.32962729,1555.19422187,9993.41596784,-201.25214931,557.93130393,3555.31884409,7042.88296868,0.00000000,9539.66273249,-3.00830870,0.00000000,9061.16883425,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7096,2025,10,23,15,0,296,900,60,11442.86313848,623.59215584,837.50464257,5138.03842680,51.26488725,501.29849773,3802.47003322,9582.73957480,0.00000000,15391.56468126,62.29998373,0.00000000,9268.87891579,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
2,1,7097,2025,10,23,16,0,296,960,60,9594.92313088,464.77623357,292.18800936,5723.29772918,-4.70945725,-52.97570052,3899.82718451,9977.56408665,0.00000000,9491.81844092,-15.48030099,0.00000000,7256.76143725,0.00000000,1,2,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
