Scenario index,Time index,Year,Month,Day,Hour,Minute,Day of year,Minute of day,Time resolution_min,Load power_MW,Wind power_MW,PV power_MW,Hydropower output_MW,Pumped-storage generation_MW,Pumped-storage pumping_MW,Net load_MW,Curtailment_MW,Total supply_MW,Power deficit_MW,Power surplus_MW,Total supply with slack_MW,Power-balance error_MW,Power-deficit flag,Event flag,TOU season code,General TOU period code,General TOU relative-price index,General TOU tariff_CNY_per_MWh,Yalong River proxy TOU period code,Yalong River proxy relative-price index,Yalong River proxy tariff_CNY_per_MWh,Tariff-policy applicability code
1,54,2025,7,15,13,15,196,795,15,9338.64000000,294.61000000,1183.68000000,8416.27000000,0,555.92000000,7860.35000000,0.00000000,9338.64000000,0.00000000,0.00000000,9338.64000000,0.00000000,1,2,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,56,2025,7,15,13,45,196,825,15,9318.00000000,284.67000000,1834.30000000,7917.60000000,0,718.57000000,7199.03000000,0.00000000,9318.00000000,0.00000000,0.00000000,9318.00000000,0.00000000,1,2,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,57,2025,7,15,14,0,196,840,15,9307.67000000,279.70000000,2281.68000000,7576.71000000,0,830.42000000,6746.29000000,0.00000000,9307.67000000,0.00000000,0.00000000,9307.67000000,0.00000000,1,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,58,2025,7,15,14,15,196,855,15,9311.68000000,273.92000000,2195.65000000,7651.02000000,0,808.91000000,6842.11000000,0.00000000,9311.68000000,0.00000000,0.00000000,9311.68000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,60,2025,7,15,14,45,196,885,15,9319.70000000,262.35000000,2023.61000000,7799.64000000,0,765.90000000,7033.74000000,0.00000000,9319.70000000,0.00000000,0.00000000,9319.70000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,64,2025,7,15,15,45,196,945,15,9392.65000000,237.75000000,1514.80000000,7640.10000000,0,0.00000000,7640.10000000,0.00000000,9392.65000000,0.00000000,0.00000000,9392.65000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,67,2025,7,15,16,30,196,990,15,9508.65000000,218.62000000,1072.16000000,8217.86000000,0,0.00000000,8217.86000000,0.00000000,9508.64000000,0.01000000,0.00000000,9508.65000000,0.00000000,2,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,70,2025,7,15,17,15,196,1035,15,9666.40000000,199.53000000,649.84000000,8817.03000000,0,0.00000000,8817.03000000,0.00000000,9666.40000000,0.00000000,0.00000000,9666.40000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,71,2025,7,15,17,30,196,1050,15,9731.14000000,193.29000000,529.23000000,9008.62000000,0,0.00000000,9008.62000000,0.00000000,9731.14000000,0.00000000,0.00000000,9731.14000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,73,2025,7,15,18,0,196,1080,15,9860.60000000,180.81000000,288.00000000,9391.79000000,0,0.00000000,9391.79000000,0.00000000,9860.60000000,0.00000000,0.00000000,9860.60000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,74,2025,7,15,18,15,196,1095,15,9920.81000000,175.08000000,216.01000000,9529.72000000,0,0.00000000,9529.72000000,0.00000000,9920.81000000,0.00000000,0.00000000,9920.81000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,75,2025,7,15,18,30,196,1110,15,9981.02000000,169.36000000,144.01000000,9667.65000000,0,0.00000000,9667.65000000,0.00000000,9981.02000000,0.00000000,0.00000000,9981.02000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,76,2025,7,15,18,45,196,1125,15,10041.23000000,163.63000000,72.02000000,9805.58000000,0,0.00000000,9805.58000000,0.00000000,10041.23000000,0.00000000,0.00000000,10041.23000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,78,2025,7,15,19,15,196,1155,15,10126.41000000,152.97000000,0.02000000,8773.42000000,1200,0.00000000,9973.42000000,0.00000000,10126.41000000,0.00000000,0.00000000,10126.41000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,84,2025,7,15,20,45,196,1245,15,10126.39000000,126.43000000,0.00000000,8799.96000000,1200,0.00000000,9999.96000000,0.00000000,10126.39000000,0.00000000,0.00000000,10126.39000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,86,2025,7,15,21,15,196,1275,15,10041.17000000,119.76000000,0.00000000,9921.40000000,0,0.00000000,9921.40000000,0.00000000,10041.16000000,0.01000000,0.00000000,10041.17000000,0.00000000,2,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,88,2025,7,15,21,45,196,1305,15,9920.68000000,114.27000000,0.00000000,9806.41000000,0,0.00000000,9806.41000000,0.00000000,9920.68000000,0.00000000,0.00000000,9920.68000000,0.00000000,1,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,92,2025,7,15,22,45,196,1365,15,9665.71000000,107.01000000,0.00000000,9558.70000000,0,0.00000000,9558.70000000,0.00000000,9665.71000000,0.00000000,0.00000000,9665.71000000,0.00000000,1,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,93,2025,7,15,23,0,196,1380,15,9600.80000000,105.51000000,0.00000000,9495.29000000,0,0.00000000,9495.29000000,0.00000000,9600.80000000,0.00000000,0.00000000,9600.80000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,95,2025,7,15,23,30,196,1410,15,9600.80000000,105.51000000,0.00000000,9495.29000000,0,0.00000000,9495.29000000,0.00000000,9600.80000000,0.00000000,0.00000000,9600.80000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,97,2025,10,15,0,0,288,0,15,10037.05000000,455.30000000,0.00000000,9581.75000000,0,0.00000000,9581.75000000,0.00000000,10037.05000000,0.00000000,0.00000000,10037.05000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,99,2025,10,15,0,30,288,30,15,9995.60000000,459.42000000,0.00000000,9536.18000000,0,0.00000000,9536.18000000,0.00000000,9995.60000000,0.00000000,0.00000000,9995.60000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,100,2025,10,15,0,45,288,45,15,9974.88000000,461.48000000,0.00000000,9513.40000000,0,0.00000000,9513.40000000,0.00000000,9974.88000000,0.00000000,0.00000000,9974.88000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,101,2025,10,15,1,0,288,60,15,9954.15000000,463.54000000,0.00000000,9490.61000000,0,0.00000000,9490.61000000,0.00000000,9954.15000000,0.00000000,0.00000000,9954.15000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,103,2025,10,15,1,30,288,90,15,9923.47000000,468.94000000,0.00000000,9454.54000000,0,0.00000000,9454.54000000,0.00000000,9923.48000000,0.00000000,0.01000000,9923.48000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,104,2025,10,15,1,45,288,105,15,9908.13000000,471.63000000,0.00000000,9436.50000000,0,0.00000000,9436.50000000,0.00000000,9908.13000000,0.00000000,0.00000000,9908.13000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,105,2025,10,15,2,0,288,120,15,9892.79000000,474.33000000,0.00000000,9418.46000000,0,0.00000000,9418.46000000,0.00000000,9892.79000000,0.00000000,0.00000000,9892.79000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,107,2025,10,15,2,30,288,150,15,9885.49000000,480.52000000,0.00000000,9404.96000000,0,0.00000000,9404.96000000,0.00000000,9885.48000000,0.01000000,0.00000000,9885.49000000,0.00000000,2,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,108,2025,10,15,2,45,288,165,15,9881.83000000,483.62000000,0.00000000,9398.21000000,0,0.00000000,9398.21000000,0.00000000,9881.83000000,0.00000000,0.00000000,9881.83000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,109,2025,10,15,3,0,288,180,15,9878.18000000,486.72000000,0.00000000,9391.46000000,0,0.00000000,9391.46000000,0.00000000,9878.18000000,0.00000000,0.00000000,9878.18000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,111,2025,10,15,3,30,288,210,15,9903.19000000,493.16000000,0.00000000,9410.03000000,0,0.00000000,9410.03000000,0.00000000,9903.19000000,0.00000000,0.00000000,9903.19000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,114,2025,10,15,4,15,288,255,15,9958.05000000,502.64000000,0.00000000,9455.41000000,0,0.00000000,9455.41000000,0.00000000,9958.05000000,0.00000000,0.00000000,9958.05000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,115,2025,10,15,4,30,288,270,15,9987.90000000,505.69000000,0.00000000,9482.22000000,0,0.00000000,9482.22000000,0.00000000,9987.91000000,0.00000000,0.01000000,9987.91000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,118,2025,10,15,5,15,288,315,15,10091.64000000,514.34000000,0.00000000,9577.29000000,0,0.00000000,9577.29000000,0.00000000,10091.63000000,0.01000000,0.00000000,10091.64000000,0.00000000,2,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,120,2025,10,15,5,45,288,345,15,10179.70000000,519.49000000,0.00000000,9660.22000000,0,0.00000000,9660.22000000,0.00000000,10179.71000000,0.00000000,0.01000000,10179.71000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,121,2025,10,15,6,0,288,360,15,10223.74000000,522.06000000,0.00000000,9701.68000000,0,0.00000000,9701.68000000,0.00000000,10223.74000000,0.00000000,0.00000000,10223.74000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,124,2025,10,15,6,45,288,405,15,10372.53000000,527.55000000,95.61000000,9749.37000000,0,0.00000000,9749.37000000,0.00000000,10372.53000000,0.00000000,0.00000000,10372.53000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,125,2025,10,15,7,0,288,420,15,10422.13000000,529.38000000,127.48000000,9765.27000000,0,0.00000000,9765.27000000,0.00000000,10422.13000000,0.00000000,0.00000000,10422.13000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,126,2025,10,15,7,15,288,435,15,10463.87000000,530.24000000,243.53000000,9690.10000000,0,0.00000000,9690.10000000,0.00000000,10463.87000000,0.00000000,0.00000000,10463.87000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,127,2025,10,15,7,30,288,450,15,10505.61000000,531.11000000,359.57000000,9614.93000000,0,0.00000000,9614.93000000,0.00000000,10505.61000000,0.00000000,0.00000000,10505.61000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,134,2025,10,15,9,15,288,555,15,10668.04000000,530.23000000,1210.91000000,8926.90000000,0,0.00000000,8926.90000000,0.00000000,10668.04000000,0.00000000,0.00000000,10668.04000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,135,2025,10,15,9,30,288,570,15,10663.44000000,528.72000000,1309.66000000,8825.05000000,0,0.00000000,8825.05000000,0.00000000,10663.43000000,0.01000000,0.00000000,10663.44000000,0.00000000,2,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,136,2025,10,15,9,45,288,585,15,10658.84000000,527.22000000,1408.42000000,8723.21000000,0,0.00000000,8723.21000000,0.00000000,10658.85000000,0.00000000,0.01000000,10658.85000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,139,2025,10,15,10,30,288,630,15,10608.16000000,520.22000000,1647.70000000,8440.24000000,0,0.00000000,8440.24000000,0.00000000,10608.16000000,0.00000000,0.00000000,10608.16000000,0.00000000,1,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,142,2025,10,15,11,15,288,675,15,10534.03000000,510.81000000,1837.18000000,8905.34000000,0,719.29000000,8186.04000000,0.00000000,10534.04000000,0.00000000,0.01000000,10534.04000000,0.00000000,1,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,145,2025,10,15,12,0,288,720,15,10449.90000000,499.07000000,1984.02000000,8722.81000000,0,756.00000000,7966.81000000,0.00000000,10449.90000000,0.00000000,0.00000000,10449.90000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,146,2025,10,15,12,15,288,735,15,10428.04000000,494.13000000,1975.90000000,8711.98000000,0,753.98000000,7958.00000000,0.00000000,10428.03000000,0.01000000,0.00000000,10428.04000000,0.00000000,2,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,150,2025,10,15,13,15,288,795,15,10352.13000000,473.60000000,1861.36000000,8742.51000000,0,725.34000000,8017.17000000,0.00000000,10352.13000000,0.00000000,0.00000000,10352.13000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,154,2025,10,15,14,15,288,855,15,10325.17000000,450.18000000,1456.51000000,9042.60000000,0,624.13000000,8418.47000000,0.00000000,10325.16000000,0.01000000,0.00000000,10325.17000000,0.00000000,2,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,155,2025,10,15,14,30,288,870,15,10329.18000000,443.95000000,1322.24000000,9153.55000000,0,590.56000000,8562.99000000,0.00000000,10329.18000000,0.00000000,0.00000000,10329.18000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,157,2025,10,15,15,0,288,900,15,10337.20000000,431.47000000,1053.71000000,9375.45000000,0,523.43000000,8852.02000000,0.00000000,10337.20000000,0.00000000,0.00000000,10337.20000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,159,2025,10,15,15,30,288,930,15,10383.16000000,418.62000000,797.93000000,9166.61000000,0,0.00000000,9166.61000000,0.00000000,10383.16000000,0.00000000,0.00000000,10383.16000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,160,2025,10,15,15,45,288,945,15,10406.13000000,412.19000000,670.05000000,9323.90000000,0,0.00000000,9323.90000000,0.00000000,10406.14000000,0.00000000,0.01000000,10406.14000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,162,2025,10,15,16,15,288,975,15,10475.62000000,399.49000000,438.49000000,9637.65000000,0,0.00000000,9637.65000000,0.00000000,10475.63000000,0.00000000,0.01000000,10475.63000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,163,2025,10,15,16,30,288,990,15,10522.13000000,393.21000000,334.82000000,9794.10000000,0,0.00000000,9794.10000000,0.00000000,10522.13000000,0.00000000,0.00000000,10522.13000000,0.00000000,1,1,2,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,165,2025,10,15,17,0,288,1020,15,10615.15000000,380.66000000,127.48000000,9936.00000000,0,0.00000000,10107.01000000,0.00000000,10444.14000000,171.01000000,0.00000000,10615.15000000,0.00000000,2,3,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,166,2025,10,15,17,15,288,1035,15,10679.88000000,419.88000000,95.61000000,9936.00000000,0,0.00000000,10164.39000000,0.00000000,10451.49000000,228.39000000,0.00000000,10679.88000000,0.00000000,2,3,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,168,2025,10,15,17,45,288,1065,15,10809.35000000,498.32000000,31.87000000,9936.00000000,0,0.00000000,10279.16000000,0.00000000,10466.19000000,343.16000000,0.00000000,10809.35000000,0.00000000,2,3,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,170,2025,10,15,18,15,288,1095,15,10934.30000000,577.57000000,0.00000000,9936.00000000,0,0.00000000,10356.73000000,0.00000000,10513.57000000,420.73000000,0.00000000,10934.30000000,0.00000000,2,3,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,171,2025,10,15,18,30,288,1110,15,10994.51000000,617.60000000,0.00000000,9936.00000000,0,0.00000000,10376.91000000,0.00000000,10553.60000000,440.91000000,0.00000000,10994.51000000,0.00000000,2,3,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,173,2025,10,15,19,0,288,1140,15,11114.92000000,697.65000000,0.00000000,9217.27000000,1200,0.00000000,10417.27000000,0.00000000,11114.92000000,0.00000000,0.00000000,11114.92000000,0.00000000,1,3,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,174,2025,10,15,19,15,288,1155,15,11139.89000000,333.76000000,0.00000000,9606.13000000,1200,0.00000000,10806.13000000,0.00000000,11139.89000000,0.00000000,0.00000000,11139.89000000,0.00000000,1,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,181,2025,10,15,21,0,288,1260,15,11114.90000000,311.69000000,0.00000000,9603.21000000,1200,0.00000000,10803.21000000,0.00000000,11114.90000000,0.00000000,0.00000000,11114.90000000,0.00000000,1,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,182,2025,10,15,21,15,288,1275,15,11054.65000000,310.51000000,0.00000000,9936.00000000,0,0.00000000,10744.14000000,0.00000000,10246.51000000,808.14000000,0.00000000,11054.65000000,0.00000000,2,1,2,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
2,185,2025,10,15,22,0,288,1320,15,10873.92000000,306.99000000,0.00000000,9936.00000000,0,0.00000000,10566.93000000,0.00000000,10242.99000000,630.93000000,0.00000000,10873.92000000,0.00000000,2,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,186,2025,10,15,22,15,288,1335,15,10809.01000000,307.29000000,0.00000000,9936.00000000,0,0.00000000,10501.72000000,0.00000000,10243.29000000,565.72000000,0.00000000,10809.01000000,0.00000000,2,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,190,2025,10,15,23,15,288,1395,15,10614.28000000,308.19000000,0.00000000,9936.00000000,0,0.00000000,10306.09000000,0.00000000,10244.19000000,370.09000000,0.00000000,10614.28000000,0.00000000,2,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,192,2025,10,15,23,45,288,1425,15,10614.28000000,308.19000000,0.00000000,9936.00000000,0,0.00000000,10306.09000000,0.00000000,10244.19000000,370.09000000,0.00000000,10614.28000000,0.00000000,2,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
3,193,2025,1,15,0,0,15,0,15,9744.29000000,264.57000000,0.00000000,9479.72000000,0,0.00000000,9479.72000000,0.00000000,9744.29000000,0.00000000,0.00000000,9744.29000000,0.00000000,1,1,3,2,0.40000000,180.00000000,2,0.40000000,180.00000000,2
3,195,2025,1,15,0,30,15,30,15,9702.83000000,272.98000000,0.00000000,9429.86000000,0,0.00000000,9429.86000000,0.00000000,9702.84000000,0.00000000,0.01000000,9702.84000000,0.00000000,1,1,3,2,0.40000000,180.00000000,2,0.40000000,180.00000000,2
