Window index,Dataset code,Time index,Year,Month,Day,Hour,Minute,Day of year,Minute of day,Time resolution_min,Load power_MW,Wind power_MW,PV power_MW,Hydropower output_MW,Pumped-storage generation_MW,Pumped-storage pumping_MW,Stored energy_MWh,Net load_MW,Curtailment_MW,Total supply_MW,Power deficit_MW,Power surplus_MW,Total supply with slack_MW,Power-balance error_MW,Power-deficit flag,TOU season code,General TOU period code,General TOU relative-price index,General TOU tariff_CNY_per_MWh,Yalong River proxy TOU period code,Yalong River proxy relative-price index,Yalong River proxy tariff_CNY_per_MWh,Tariff-policy applicability code
3,3,998,2025,2,11,13,0,42,780,60,12104.67663243,519.04432564,1099.80981714,5603.17654047,72.52551862,654.69994549,2925.83868754,9940.87768915,0.00000000,12623.88561072,-0.46359559,0.00000000,7902.23457584,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,999,2025,2,11,14,0,42,840,60,4025.67406063,300.52931660,1879.44503470,9281.16166826,76.96364673,670.82063492,2542.48416750,9130.96994670,0.00000000,9060.35930939,-2.26766429,0.00000000,12047.29529091,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1000,2025,2,11,15,0,42,900,60,12578.39457265,358.54888995,1508.17878392,8667.53116669,-65.82755868,517.72427909,2670.56368702,6068.37748718,0.00000000,10898.67371269,-5.66207440,0.00000000,6883.65819303,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1001,2025,2,11,16,0,42,960,60,6584.10898880,304.26408413,361.60010393,6602.88320992,154.15869690,-103.96936636,2705.70564022,11912.14644266,0.00000000,8888.65618812,18.61708203,0.00000000,5062.15927371,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1002,2025,2,11,17,0,42,1020,60,11293.84110897,130.28686436,194.00953940,10256.85460603,251.67226277,-133.42187544,2213.83465706,7557.32305116,0.00000000,10633.51078850,-11.27604744,0.00000000,8618.63057721,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1003,2025,2,11,18,0,42,1080,60,11131.70390915,372.87768305,-224.86534343,8354.79263382,178.99783799,-46.30860792,4196.27219452,11296.73310423,0.00000000,10937.27751477,53.65294850,0.00000000,9916.96151650,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1004,2025,2,11,19,0,42,1140,60,10295.76596807,348.23396029,431.58813954,7036.57785807,1359.07468441,-154.39291592,1076.38621823,6563.27638145,0.00000000,6174.71135917,2.07583927,0.00000000,8415.99128191,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1005,2025,2,11,20,0,42,1200,60,12213.66268797,96.30163159,-20.46947967,6225.89216764,1069.75363922,-80.60286152,337.40754134,8640.63293398,0.00000000,5586.76575305,-25.46241970,0.00000000,7142.84218381,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1006,2025,2,11,21,0,42,1260,60,13020.26205792,86.42597275,415.29371817,7008.33962228,127.89222292,207.16054179,357.36030394,5742.85273491,0.00000000,10649.90983770,299.74226464,0.00000000,9430.37283748,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1007,2025,2,11,22,0,42,1320,60,11024.76529151,314.50301669,278.01983815,12264.89521921,182.45973280,-21.63018837,35.46322112,12569.23739789,0.00000000,7783.52464879,100.26394082,0.00000000,12233.80033973,0.00000000,2,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1008,2025,2,11,23,0,42,1380,60,7435.29518946,280.09665314,-267.80471580,10915.42813568,-122.17968809,153.28248570,1097.79861851,6246.61058662,0.00000000,8932.27794915,-25.20867067,0.00000000,14564.60694926,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1009,2025,2,12,0,0,43,0,60,11812.22070543,573.62514193,274.39021507,13160.20547960,-46.78165998,65.36654132,-362.94668578,4510.65030720,0.00000000,10602.54675661,-5.17618314,0.00000000,9518.59372136,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1010,2025,2,12,1,0,43,60,60,9281.80600973,445.93613085,216.31171027,9698.39392286,-160.81671632,38.90889790,479.61467169,8588.31095663,0.00000000,5867.40934215,21.15264481,0.00000000,9328.05741339,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1011,2025,2,12,2,0,43,120,60,4706.64949168,448.60991536,64.22989411,11445.33925198,-25.33454409,-35.05623880,-145.40448279,8416.21308192,0.00000000,9014.25069842,-1.67461750,0.00000000,2889.03441858,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1012,2025,2,12,3,0,43,180,60,5327.84566980,443.59244352,11.59667240,8110.48053765,128.21886015,-213.38323373,1599.87392801,7637.37474428,0.00000000,13237.49389531,-16.51644319,0.00000000,12897.61287925,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1013,2025,2,12,4,0,43,240,60,9645.71025625,421.98869784,156.05515017,13453.13252228,50.19676274,105.27758408,279.67145007,8402.99648821,0.00000000,10745.79345080,34.02696641,0.00000000,12120.30276183,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1014,2025,2,12,5,0,43,300,60,9342.39124269,431.00228705,624.38320031,7981.95477691,-166.08138903,28.64375861,497.45080835,1860.68584744,0.00000000,9614.24544201,-43.08402517,0.00000000,15364.15738095,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1015,2025,2,12,6,0,43,360,60,19098.56371305,530.47981109,301.36129855,13716.33887315,10.20581607,-96.42472280,529.71563701,5375.44973437,0.00000000,8798.88089584,-24.82552561,0.00000000,13005.18151575,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1016,2025,2,12,7,0,43,420,60,14694.14924545,405.28924885,-191.76557315,4819.32399225,-98.56651569,49.59828660,1139.20467005,10665.37662403,0.00000000,12982.97611626,9.79967324,0.00000000,10716.56311625,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1017,2025,2,12,8,0,43,480,60,11680.45569125,534.45339461,290.16750579,12377.91615444,-41.77378594,109.99097124,447.31894696,10774.84367548,0.00000000,10833.86820315,79.08680013,0.00000000,4255.36413174,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1018,2025,2,12,9,0,43,540,60,13855.93008815,474.58652984,886.79817474,10358.19635375,21.31325227,33.79683659,1114.21305625,9154.48158091,0.00000000,11993.90247031,-36.56313820,0.00000000,9811.19005215,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1019,2025,2,12,10,0,43,600,60,9921.84109155,221.71002619,610.17689096,10571.58965731,94.98445684,-92.68998051,466.78297634,11363.17088723,0.00000000,13469.41667742,-7.40261372,0.00000000,10587.60267714,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1020,2025,2,12,11,0,43,660,60,13737.93022634,644.54991546,1083.42129838,9667.96583854,69.13477491,637.22556199,971.08066770,8721.72025528,0.00000000,12341.39155703,12.51751830,0.00000000,19911.54537659,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1021,2025,2,12,12,0,43,720,60,14171.38652228,542.81747459,1854.27038477,5893.54529218,45.94575250,691.63449262,2201.67693653,6444.48173242,0.00000000,15923.68319183,73.29369546,0.00000000,10390.15394334,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1022,2025,2,12,13,0,43,780,60,5967.92008953,498.34787395,2070.39139778,13525.31952961,73.68337044,616.31718192,2274.43597796,11888.85751256,0.00000000,7748.26866342,-81.12552899,0.00000000,12256.93502683,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1023,2025,2,12,14,0,43,840,60,5111.86541181,382.32119238,1415.22844494,7454.04894069,-72.79459134,645.33180910,3152.80891486,4467.68195780,0.00000000,6103.83855880,3.95762840,0.00000000,10443.59402709,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1024,2025,2,12,15,0,43,900,60,9795.29012535,412.55554276,723.38677590,8537.59344576,-78.79285615,414.22445695,3360.05973683,10502.55613187,0.00000000,11527.37653043,-20.56205468,0.00000000,6189.29232521,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1025,2025,2,12,16,0,43,960,60,7800.50554854,306.05941225,450.86316066,9949.28684400,-151.83332124,-111.14304910,2760.27129003,6655.89856880,0.00000000,9719.80412613,-52.07527785,0.00000000,7501.03264939,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1026,2025,2,12,17,0,43,1020,60,8153.15043905,318.98274239,-261.02430316,7720.89257892,-63.22051669,-91.59287500,3335.24008941,8538.77847823,0.00000000,10525.09750101,43.75550570,0.00000000,10665.62906087,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1027,2025,2,12,18,0,43,1080,60,7737.81579963,-160.46902480,-441.69432713,5916.43206905,-84.76915365,151.83906574,3228.28005924,6804.86415505,0.00000000,10442.97783355,-0.92931898,0.00000000,13203.25460220,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1028,2025,2,12,19,0,43,1140,60,20793.34587448,363.77650172,-325.21423957,7103.89123585,1102.80421078,-48.68590465,1573.00465091,10193.65077116,0.00000000,9124.37493691,-78.53468249,0.00000000,15990.33598174,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1029,2025,2,12,20,0,43,1200,60,10101.52199990,58.03279083,-83.42549157,8468.46536310,1104.94587047,210.59263284,637.91810266,8215.77413975,0.00000000,14299.55945016,-84.57142225,0.00000000,13535.59474644,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1030,2025,2,12,21,0,43,1260,60,7997.99722414,416.71808462,245.59019836,7043.48597710,-2.14064593,176.56464912,313.43278438,9685.01024460,0.00000000,15391.93962264,260.87062974,0.00000000,11151.87882635,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1031,2025,2,12,22,0,43,1320,60,10808.21382660,243.03548652,52.15444560,11550.09268022,-129.10652599,56.30729566,1394.48437703,5036.61931458,0.00000000,10685.78270303,23.18769839,0.00000000,5794.93043333,0.00000000,2,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1032,2025,2,12,23,0,43,1380,60,11877.64794090,209.61408506,318.35735649,7360.30549980,74.64537728,101.43008841,1977.72051137,8420.51977746,0.00000000,10860.51106975,42.03970966,0.00000000,8200.21999681,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1033,2025,2,13,0,0,44,0,60,7288.50106005,302.19096478,-17.84685868,10984.70142919,63.20018607,-76.56409021,580.34757431,8039.32555562,0.00000000,11675.44904443,-10.47506339,0.00000000,13923.54148193,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1034,2025,2,13,1,0,44,60,60,4244.49810711,615.04043683,-82.42701285,7372.04878462,9.19492482,-95.71116687,508.84343869,9423.03705779,0.00000000,10848.30456337,-32.11345306,0.00000000,12018.01008256,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1035,2025,2,13,2,0,44,120,60,14650.87094817,333.25892989,36.09286453,10955.21882314,-142.22729042,130.00487940,1378.21335143,11148.05983932,0.00000000,5850.95160244,24.78072185,0.00000000,9931.48436266,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1036,2025,2,13,3,0,44,180,60,7039.24116930,560.28194485,302.05448649,10151.63796244,90.25850874,146.22728115,-204.54399502,4690.02413184,0.00000000,7455.89614191,-23.88798859,0.00000000,7023.95242567,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1037,2025,2,13,4,0,44,240,60,10399.12485251,678.57487193,182.80670586,10621.38795829,-112.90523003,-91.80946350,1576.47939262,5532.25869770,0.00000000,12768.52652431,-28.95076769,0.00000000,12397.54445256,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1038,2025,2,13,5,0,44,300,60,8414.14570800,479.24854039,-98.47316200,10215.47867439,-236.67012975,-203.74867241,1076.98294625,8227.56862162,0.00000000,5751.11597628,43.09819030,0.00000000,14921.55339621,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1039,2025,2,13,6,0,44,360,60,13019.89602251,360.90061266,-11.72339812,7259.82980570,145.49090419,-167.26086124,760.13373116,16028.60165335,0.00000000,5870.15673866,7.82440785,0.00000000,7308.77916320,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1040,2025,2,13,7,0,44,420,60,10391.90407722,505.66282442,-204.66922257,13185.52157195,-68.76081235,-40.10284677,1091.64880829,3680.29831081,0.00000000,14999.04539696,38.82382032,0.00000000,12821.30012382,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1041,2025,2,13,8,0,44,480,60,6867.75850269,415.94099585,-117.47225542,6860.14431643,93.93073802,76.38598946,271.97732721,9157.57399915,0.00000000,12167.19514067,-22.62939828,0.00000000,9591.87734774,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1042,2025,2,13,9,0,44,540,60,13902.06205896,664.56389538,384.87345755,11051.79481390,124.39332722,-108.36911720,1137.70317934,9598.34596241,0.00000000,10259.03412085,25.20037395,0.00000000,7840.28914186,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1043,2025,2,13,10,0,44,600,60,14749.27620982,514.84019619,1430.13521496,7838.18820731,40.18509257,-170.20609649,-254.61672250,11615.98562283,0.00000000,9900.00739223,31.01577808,0.00000000,10217.32379273,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1044,2025,2,13,11,0,44,660,60,12962.97050146,454.66391797,1030.95885823,10215.84645453,38.46796363,492.03130733,1164.89531784,10766.37954366,0.00000000,11457.22584319,-2.61242439,0.00000000,10718.69674489,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1045,2025,2,13,12,0,44,720,60,11668.25492862,616.76347532,1679.27599723,12436.89193079,-18.89813793,655.46343544,2174.41060768,3209.71192631,0.00000000,11668.82611948,15.51021796,0.00000000,12081.42157720,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1046,2025,2,13,13,0,44,780,60,17310.18719477,492.68640215,2124.84282743,4726.38350278,29.52985727,722.77551410,1801.08333235,7540.62888730,0.00000000,8813.11228976,26.06786107,0.00000000,10173.43673356,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1047,2025,2,13,14,0,44,840,60,10633.48498397,463.89479088,1254.80619285,3302.70897747,-84.35514764,523.86832248,3368.01685876,8909.93155304,0.00000000,9735.48714853,11.79435462,0.00000000,4482.38226496,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1048,2025,2,13,15,0,44,900,60,8016.28991619,520.56852258,559.52741227,6676.18028923,-3.66590323,440.16674141,3099.48812153,9617.75763021,0.00000000,9114.09359389,-28.34443112,0.00000000,13396.45456276,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1049,2025,2,13,16,0,44,960,60,7388.77933043,460.14635590,625.21402248,9266.78378143,-182.60693479,-20.44364209,2803.92728350,12078.09231249,0.00000000,11146.08651391,32.91514743,0.00000000,6291.92489593,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1050,2025,2,13,17,0,44,1020,60,8510.99744352,532.22894065,564.01399520,7436.24543444,171.50709191,52.78578042,3257.47806902,9664.64116153,0.00000000,10912.06996923,-1.08273393,0.00000000,12205.38066851,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1051,2025,2,13,18,0,44,1080,60,8994.87368949,436.62701060,73.88455923,10492.01314159,-102.48581534,-36.31720009,2140.53263131,9579.78106414,0.00000000,18073.62478278,-28.11845909,0.00000000,2042.97230249,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1052,2025,2,13,19,0,44,1140,60,7691.41585390,321.22485480,-206.50999578,15205.37784748,1099.41539995,2.28387964,1940.67678100,10647.72784717,0.00000000,13102.94270051,24.37404179,0.00000000,12757.84097117,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1053,2025,2,13,20,0,44,1200,60,13184.34711717,563.05936137,153.90825583,11160.42906254,1222.03486765,52.38584312,1426.64056121,5167.87361370,0.00000000,12558.67581364,-8.82833292,0.00000000,6554.89757082,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1054,2025,2,13,21,0,44,1260,60,8131.49761124,277.08783347,210.91336896,11436.21046103,-165.60711051,64.68393118,-212.19803371,13746.00586815,0.00000000,6458.77796816,128.58871994,0.00000000,12831.21977233,0.00000000,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1055,2025,2,13,22,0,44,1320,60,7474.14274238,353.76098848,-207.99668843,12402.54948238,-0.30402859,99.11754611,-50.28412037,6109.73172513,0.00000000,11047.85950783,-34.28462843,0.00000000,13416.90101488,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1056,2025,2,13,23,0,44,1380,60,10510.06773100,226.41759098,460.02833505,13254.45076173,-252.00246026,74.62741942,967.02761885,7502.44094111,0.00000000,13851.52171411,45.29836184,0.00000000,9287.93522560,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1057,2025,2,14,0,0,45,0,60,13962.13210488,720.55232870,98.11343165,10905.57918882,239.62346176,-8.64017099,1114.94346998,8289.89090867,0.00000000,13942.61554535,-3.29374400,0.00000000,6257.08258892,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1058,2025,2,14,1,0,45,60,60,9111.60878493,464.44727317,-210.02194338,6564.68337217,-66.57019915,91.76165221,794.11028328,8271.24901489,0.00000000,12120.51603224,28.98035553,0.00000000,8783.01628235,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1059,2025,2,14,2,0,45,120,60,7098.72092881,727.05175876,440.29810220,10007.53023288,-79.68078327,109.55454491,1077.30316561,11637.19148388,0.00000000,3980.57610858,-68.06670939,0.00000000,2694.38043185,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1060,2025,2,14,3,0,45,180,60,1488.05577836,385.57571849,-340.59761388,8036.63754167,-37.46829530,201.42485173,881.03760967,4750.63920377,0.00000000,8949.98671785,25.80416145,0.00000000,8530.44771395,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1061,2025,2,14,4,0,45,240,60,5655.02226931,658.50205593,-202.34454675,10053.06182793,-28.76556652,96.56715509,72.89738556,2916.30091460,0.00000000,12584.70147139,30.46863936,0.00000000,9439.00316099,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1062,2025,2,14,5,0,45,300,60,11519.66983710,582.24833958,-238.96748537,6705.33288298,-12.92299677,-166.82620599,-1161.52570286,7327.70304501,0.00000000,6253.63423690,-35.80628127,0.00000000,7040.34323394,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1063,2025,2,14,6,0,45,360,60,5470.03676073,494.50388624,-134.43791098,6642.70931761,-106.83630293,104.76068385,-226.72234150,5246.38342345,0.00000000,14012.17539044,-16.31025330,0.00000000,6812.66582511,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1064,2025,2,14,7,0,45,420,60,8391.47048542,235.55955055,674.59997102,8960.81766635,-28.04216864,-54.93128273,121.96188597,7711.84351397,0.00000000,7141.89153728,-9.46712394,0.00000000,11202.95143830,0.00000000,1,1,1,0.40000000,180.00000000,1,0.40000000,180.00000000,1
3,3,1065,2025,2,14,8,0,45,480,60,9666.85079652,527.62185603,157.72160937,4186.24427029,-225.35864319,25.39227501,590.74534680,9184.60613981,0.00000000,13987.64159312,28.77294317,0.00000000,10732.62538504,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1066,2025,2,14,9,0,45,540,60,7734.28017817,520.31940867,1366.21107364,8817.14817302,33.03126094,0.50951692,-540.29576372,9740.59921189,0.00000000,6858.71263499,-35.84873392,0.00000000,4806.07836430,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1067,2025,2,14,10,0,45,600,60,8169.54197172,517.16671147,992.82828137,6336.59823032,181.25700979,-99.50487103,873.23744394,9601.40152411,0.00000000,8978.32065509,40.89657034,0.00000000,10562.08617165,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1068,2025,2,14,11,0,45,660,60,8106.06497633,492.00541764,981.44724588,7130.23288508,-63.15103550,731.81503137,375.22581096,7378.31261399,0.00000000,13572.69198976,6.41383490,0.00000000,10482.04073053,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
3,3,1069,2025,2,14,12,0,45,720,60,15177.26265569,681.47821605,1588.57048386,11538.96314159,-89.41183650,537.38118061,623.12456015,4683.28181776,0.00000000,13092.99422905,-37.54316023,0.00000000,11391.59505131,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1070,2025,2,14,13,0,45,780,60,12537.22635868,539.66025680,1085.14608592,6066.05038533,6.40746984,597.11541408,1819.19952351,9149.38925957,0.00000000,7231.89015600,25.05089974,0.00000000,8008.57751938,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1071,2025,2,14,14,0,45,840,60,9954.72026464,460.13094820,1501.64077420,7614.22045030,-32.15567576,620.32793023,2881.82362400,11320.82466761,0.00000000,12232.95632845,-26.02038803,0.00000000,8522.56378916,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1072,2025,2,14,15,0,45,900,60,5777.40417750,520.76507990,534.16407757,12532.76384089,-13.60556160,429.38153462,4037.92098388,9834.14095935,0.00000000,10894.40098249,-13.06411503,0.00000000,13441.66130900,0.00000000,1,1,2,1.00000000,450.00000000,2,1.00000000,450.00000000,1
3,3,1073,2025,2,14,16,0,45,960,60,11053.68879916,653.09859172,399.98044470,11831.30063443,69.54960041,-103.75000118,3261.36887876,7911.45419270,0.00000000,12327.91545118,-40.64763099,0.00000000,6805.11368145,0.00000000,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
