Scenario index,Time index,Year,Month,Day,Hour,Minute,Day of year,Minute of day,Time resolution_min,Load power_MW,Wind power_MW,PV power_MW,Hydropower output_MW,Pumped-storage generation_MW,Pumped-storage pumping_MW,Net load_MW,Curtailment_MW,Total supply_MW,Power deficit_MW,Power surplus_MW,Total supply with slack_MW,Power-balance error_MW,Power-deficit flag,Event flag,TOU season code,General TOU period code,General TOU relative-price index,General TOU tariff_CNY_per_MWh,Yalong River proxy TOU period code,Yalong River proxy relative-price index,Yalong River proxy tariff_CNY_per_MWh,Tariff-policy applicability code
1,11,2025,7,15,2,30,196,150,15,8872.00000000,216.28000000,0.00000000,8655.72000000,0,0.00000000,8655.72000000,0.00000000,8872.00000000,0.00000000,0.00000000,8872.00000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,12,2025,7,15,2,45,196,165,15,8868.34000000,221.97000000,0.00000000,8646.38000000,0,0.00000000,8646.38000000,0.00000000,8868.35000000,0.00000000,0.01000000,8868.35000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,13,2025,7,15,3,0,196,180,15,8864.69000000,227.65000000,0.00000000,8637.04000000,0,0.00000000,8637.04000000,0.00000000,8864.69000000,0.00000000,0.00000000,8864.69000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,14,2025,7,15,3,15,196,195,15,8877.20000000,233.45000000,0.00000000,8643.75000000,0,0.00000000,8643.75000000,0.00000000,8877.20000000,0.00000000,0.00000000,8877.20000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,15,2025,7,15,3,30,196,210,15,8889.70000000,239.25000000,0.00000000,8650.46000000,0,0.00000000,8650.46000000,0.00000000,8889.71000000,0.00000000,0.01000000,8889.71000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,16,2025,7,15,3,45,196,225,15,8902.21000000,245.04000000,0.00000000,8657.17000000,0,0.00000000,8657.17000000,0.00000000,8902.21000000,0.00000000,0.00000000,8902.21000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,17,2025,7,15,4,0,196,240,15,8914.72000000,250.84000000,0.00000000,8663.88000000,0,0.00000000,8663.88000000,0.00000000,8914.72000000,0.00000000,0.00000000,8914.72000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,18,2025,7,15,4,15,196,255,15,8944.57000000,256.41000000,0.01000000,8688.15000000,0,0.00000000,8688.15000000,0.00000000,8944.57000000,0.00000000,0.00000000,8944.57000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,19,2025,7,15,4,30,196,270,15,8974.42000000,261.99000000,0.01000000,8712.42000000,0,0.00000000,8712.42000000,0.00000000,8974.42000000,0.00000000,0.00000000,8974.42000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,20,2025,7,15,4,45,196,285,15,9004.27000000,267.56000000,0.02000000,8736.68000000,0,0.00000000,8736.68000000,0.00000000,9004.26000000,0.01000000,0.00000000,9004.27000000,0.00000000,2,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,21,2025,7,15,5,0,196,300,15,9034.12000000,273.14000000,0.03000000,8760.95000000,0,0.00000000,8760.95000000,0.00000000,9034.12000000,0.00000000,0.00000000,9034.12000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,22,2025,7,15,5,15,196,315,15,9078.16000000,278.16000000,77.25000000,8722.74000000,0,0.00000000,8722.74000000,0.00000000,9078.15000000,0.01000000,0.00000000,9078.16000000,0.00000000,2,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,23,2025,7,15,5,30,196,330,15,9122.19000000,283.19000000,154.47000000,8684.52000000,0,0.00000000,8684.52000000,0.00000000,9122.18000000,0.01000000,0.00000000,9122.19000000,0.00000000,2,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,24,2025,7,15,5,45,196,345,15,9166.23000000,288.22000000,231.70000000,8646.31000000,0,0.00000000,8646.31000000,0.00000000,9166.23000000,0.00000000,0.00000000,9166.23000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,25,2025,7,15,6,0,196,360,15,9210.26000000,293.24000000,308.92000000,8608.10000000,0,0.00000000,8608.10000000,0.00000000,9210.26000000,0.00000000,0.00000000,9210.26000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,26,2025,7,15,6,15,196,375,15,9259.86000000,297.41000000,424.30000000,8538.15000000,0,0.00000000,8538.15000000,0.00000000,9259.86000000,0.00000000,0.00000000,9259.86000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,27,2025,7,15,6,30,196,390,15,9309.45000000,301.58000000,539.69000000,8468.19000000,0,0.00000000,8468.19000000,0.00000000,9309.46000000,0.00000000,0.01000000,9309.46000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,28,2025,7,15,6,45,196,405,15,9359.05000000,305.74000000,655.07000000,8398.24000000,0,0.00000000,8398.24000000,0.00000000,9359.05000000,0.00000000,0.00000000,9359.05000000,0.00000000,1,1,1,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
1,29,2025,7,15,7,0,196,420,15,9408.65000000,309.91000000,770.45000000,8328.29000000,0,0.00000000,8328.29000000,0.00000000,9408.65000000,0.00000000,0.00000000,9408.65000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,30,2025,7,15,7,15,196,435,15,9450.39000000,312.96000000,898.04000000,8239.38000000,0,0.00000000,8239.38000000,0.00000000,9450.38000000,0.01000000,0.00000000,9450.39000000,0.00000000,2,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,31,2025,7,15,7,30,196,450,15,9492.12000000,316.01000000,1025.63000000,8150.48000000,0,0.00000000,8150.48000000,0.00000000,9492.12000000,0.00000000,0.00000000,9492.12000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,32,2025,7,15,7,45,196,465,15,9533.86000000,319.06000000,1153.23000000,8061.58000000,0,0.00000000,8061.58000000,0.00000000,9533.87000000,0.00000000,0.01000000,9533.87000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,33,2025,7,15,8,0,196,480,15,9575.60000000,322.11000000,1280.82000000,7972.67000000,0,0.00000000,7972.67000000,0.00000000,9575.60000000,0.00000000,0.00000000,9575.60000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,34,2025,7,15,8,15,196,495,15,9596.49000000,323.85000000,1425.05000000,7847.59000000,0,0.00000000,7847.59000000,0.00000000,9596.49000000,0.00000000,0.00000000,9596.49000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,35,2025,7,15,8,30,196,510,15,9617.38000000,325.58000000,1569.28000000,7722.52000000,0,0.00000000,7722.52000000,0.00000000,9617.38000000,0.00000000,0.00000000,9617.38000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,36,2025,7,15,8,45,196,525,15,9638.27000000,327.32000000,1713.52000000,7597.44000000,0,0.00000000,7597.44000000,0.00000000,9638.28000000,0.00000000,0.01000000,9638.28000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,37,2025,7,15,9,0,196,540,15,9659.16000000,329.05000000,1857.75000000,7472.36000000,0,0.00000000,7472.36000000,0.00000000,9659.16000000,0.00000000,0.00000000,9659.16000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,38,2025,7,15,9,15,196,555,15,9654.56000000,329.35000000,1988.24000000,7336.97000000,0,0.00000000,7336.97000000,0.00000000,9654.56000000,0.00000000,0.00000000,9654.56000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,39,2025,7,15,9,30,196,570,15,9649.95000000,329.64000000,2118.73000000,7201.58000000,0,0.00000000,7201.58000000,0.00000000,9649.95000000,0.00000000,0.00000000,9649.95000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,40,2025,7,15,9,45,196,585,15,9645.35000000,329.94000000,2249.23000000,7066.18000000,0,0.00000000,7066.18000000,0.00000000,9645.35000000,0.00000000,0.00000000,9645.35000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,41,2025,7,15,10,0,196,600,15,9640.75000000,330.24000000,2379.72000000,6930.79000000,0,0.00000000,6930.79000000,0.00000000,9640.75000000,0.00000000,0.00000000,9640.75000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,42,2025,7,15,10,15,196,615,15,9617.71000000,329.06000000,2441.29000000,6847.36000000,0,0.00000000,6847.36000000,0.00000000,9617.71000000,0.00000000,0.00000000,9617.71000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,43,2025,7,15,10,30,196,630,15,9594.67000000,327.89000000,2502.85000000,6763.93000000,0,0.00000000,6763.93000000,0.00000000,9594.67000000,0.00000000,0.00000000,9594.67000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,44,2025,7,15,10,45,196,645,15,9571.63000000,326.72000000,2564.42000000,6680.49000000,0,0.00000000,6680.49000000,0.00000000,9571.63000000,0.00000000,0.00000000,9571.63000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,45,2025,7,15,11,0,196,660,15,9548.59000000,325.54000000,2625.99000000,7513.56000000,0,916.50000000,6597.06000000,0.00000000,9548.59000000,0.00000000,0.00000000,9548.59000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,46,2025,7,15,11,15,196,675,15,9520.55000000,322.94000000,2615.36000000,7496.09000000,0,913.84000000,6582.25000000,0.00000000,9520.55000000,0.00000000,0.00000000,9520.55000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,47,2025,7,15,11,30,196,690,15,9492.51000000,320.34000000,2604.73000000,7478.62000000,0,911.18000000,6567.44000000,0.00000000,9492.51000000,0.00000000,0.00000000,9492.51000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,48,2025,7,15,11,45,196,705,15,9464.46000000,317.74000000,2594.10000000,7461.15000000,0,908.52000000,6552.62000000,0.00000000,9464.47000000,0.00000000,0.01000000,9464.47000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,49,2025,7,15,12,0,196,720,15,9436.42000000,315.14000000,2583.47000000,7443.68000000,0,905.87000000,6537.81000000,0.00000000,9436.42000000,0.00000000,0.00000000,9436.42000000,0.00000000,1,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,50,2025,7,15,12,15,196,735,15,9414.56000000,311.25000000,2013.00000000,7853.56000000,0,763.25000000,7090.31000000,0.00000000,9414.56000000,0.00000000,0.00000000,9414.56000000,0.00000000,1,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,51,2025,7,15,12,30,196,750,15,9392.69000000,307.36000000,1537.38000000,8192.30000000,0,644.35000000,7547.95000000,0.00000000,9392.69000000,0.00000000,0.00000000,9392.69000000,0.00000000,1,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,52,2025,7,15,12,45,196,765,15,9370.83000000,303.47000000,1220.79000000,8411.77000000,0,565.20000000,7846.57000000,0.00000000,9370.83000000,0.00000000,0.00000000,9370.83000000,0.00000000,1,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,53,2025,7,15,13,0,196,780,15,9348.97000000,299.58000000,1101.66000000,8483.15000000,0,535.41000000,7947.73000000,0.00000000,9348.98000000,0.00000000,0.01000000,9348.98000000,0.00000000,1,2,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,54,2025,7,15,13,15,196,795,15,9338.64000000,294.61000000,1183.68000000,8416.27000000,0,555.92000000,7860.35000000,0.00000000,9338.64000000,0.00000000,0.00000000,9338.64000000,0.00000000,1,2,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,55,2025,7,15,13,30,196,810,15,9328.32000000,289.64000000,1445.17000000,8214.80000000,0,621.29000000,7593.51000000,0.00000000,9328.32000000,0.00000000,0.00000000,9328.32000000,0.00000000,1,2,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,56,2025,7,15,13,45,196,825,15,9318.00000000,284.67000000,1834.30000000,7917.60000000,0,718.57000000,7199.03000000,0.00000000,9318.00000000,0.00000000,0.00000000,9318.00000000,0.00000000,1,2,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,57,2025,7,15,14,0,196,840,15,9307.67000000,279.70000000,2281.68000000,7576.71000000,0,830.42000000,6746.29000000,0.00000000,9307.67000000,0.00000000,0.00000000,9307.67000000,0.00000000,1,2,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,58,2025,7,15,14,15,196,855,15,9311.68000000,273.92000000,2195.65000000,7651.02000000,0,808.91000000,6842.11000000,0.00000000,9311.68000000,0.00000000,0.00000000,9311.68000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,59,2025,7,15,14,30,196,870,15,9315.69000000,268.13000000,2109.63000000,7725.33000000,0,787.41000000,6937.92000000,0.00000000,9315.68000000,0.01000000,0.00000000,9315.69000000,0.00000000,2,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,60,2025,7,15,14,45,196,885,15,9319.70000000,262.35000000,2023.61000000,7799.64000000,0,765.90000000,7033.74000000,0.00000000,9319.70000000,0.00000000,0.00000000,9319.70000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,61,2025,7,15,15,0,196,900,15,9323.71000000,256.57000000,1937.58000000,7873.95000000,0,744.39000000,7129.56000000,0.00000000,9323.71000000,0.00000000,0.00000000,9323.71000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,62,2025,7,15,15,15,196,915,15,9346.69000000,250.30000000,1796.65000000,7299.74000000,0,0.00000000,7299.74000000,0.00000000,9346.69000000,0.00000000,0.00000000,9346.69000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,63,2025,7,15,15,30,196,930,15,9369.67000000,244.02000000,1655.72000000,7469.92000000,0,0.00000000,7469.92000000,0.00000000,9369.66000000,0.01000000,0.00000000,9369.67000000,0.00000000,2,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,64,2025,7,15,15,45,196,945,15,9392.65000000,237.75000000,1514.80000000,7640.10000000,0,0.00000000,7640.10000000,0.00000000,9392.65000000,0.00000000,0.00000000,9392.65000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,65,2025,7,15,16,0,196,960,15,9415.63000000,231.48000000,1373.87000000,7810.28000000,0,0.00000000,7810.28000000,0.00000000,9415.63000000,0.00000000,0.00000000,9415.63000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,66,2025,7,15,16,15,196,975,15,9462.14000000,225.05000000,1223.01000000,8014.07000000,0,0.00000000,8014.07000000,0.00000000,9462.13000000,0.01000000,0.00000000,9462.14000000,0.00000000,2,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,67,2025,7,15,16,30,196,990,15,9508.65000000,218.62000000,1072.16000000,8217.86000000,0,0.00000000,8217.86000000,0.00000000,9508.64000000,0.01000000,0.00000000,9508.65000000,0.00000000,2,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,68,2025,7,15,16,45,196,1005,15,9555.16000000,212.20000000,921.31000000,8421.66000000,0,0.00000000,8421.66000000,0.00000000,9555.17000000,0.00000000,0.01000000,9555.17000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,69,2025,7,15,17,0,196,1020,15,9601.67000000,205.77000000,770.45000000,8625.45000000,0,0.00000000,8625.45000000,0.00000000,9601.67000000,0.00000000,0.00000000,9601.67000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,70,2025,7,15,17,15,196,1035,15,9666.40000000,199.53000000,649.84000000,8817.03000000,0,0.00000000,8817.03000000,0.00000000,9666.40000000,0.00000000,0.00000000,9666.40000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,71,2025,7,15,17,30,196,1050,15,9731.14000000,193.29000000,529.23000000,9008.62000000,0,0.00000000,9008.62000000,0.00000000,9731.14000000,0.00000000,0.00000000,9731.14000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,72,2025,7,15,17,45,196,1065,15,9795.87000000,187.05000000,408.61000000,9200.21000000,0,0.00000000,9200.21000000,0.00000000,9795.87000000,0.00000000,0.00000000,9795.87000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,73,2025,7,15,18,0,196,1080,15,9860.60000000,180.81000000,288.00000000,9391.79000000,0,0.00000000,9391.79000000,0.00000000,9860.60000000,0.00000000,0.00000000,9860.60000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,74,2025,7,15,18,15,196,1095,15,9920.81000000,175.08000000,216.01000000,9529.72000000,0,0.00000000,9529.72000000,0.00000000,9920.81000000,0.00000000,0.00000000,9920.81000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,75,2025,7,15,18,30,196,1110,15,9981.02000000,169.36000000,144.01000000,9667.65000000,0,0.00000000,9667.65000000,0.00000000,9981.02000000,0.00000000,0.00000000,9981.02000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,76,2025,7,15,18,45,196,1125,15,10041.23000000,163.63000000,72.02000000,9805.58000000,0,0.00000000,9805.58000000,0.00000000,10041.23000000,0.00000000,0.00000000,10041.23000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,77,2025,7,15,19,0,196,1140,15,10101.44000000,157.90000000,0.03000000,8743.51000000,1200,0.00000000,9943.51000000,0.00000000,10101.44000000,0.00000000,0.00000000,10101.44000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,78,2025,7,15,19,15,196,1155,15,10126.41000000,152.97000000,0.02000000,8773.42000000,1200,0.00000000,9973.42000000,0.00000000,10126.41000000,0.00000000,0.00000000,10126.41000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,79,2025,7,15,19,30,196,1170,15,10151.38000000,148.03000000,0.01000000,8803.33000000,1200,0.00000000,10003.33000000,0.00000000,10151.37000000,0.01000000,0.00000000,10151.38000000,0.00000000,2,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,80,2025,7,15,19,45,196,1185,15,10176.35000000,143.10000000,0.01000000,8833.24000000,1200,0.00000000,10033.24000000,0.00000000,10176.35000000,0.00000000,0.00000000,10176.35000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,81,2025,7,15,20,0,196,1200,15,10201.32000000,138.17000000,0.00000000,8863.15000000,1200,0.00000000,10063.15000000,0.00000000,10201.32000000,0.00000000,0.00000000,10201.32000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,82,2025,7,15,20,15,196,1215,15,10176.34000000,134.25000000,0.00000000,8842.09000000,1200,0.00000000,10042.09000000,0.00000000,10176.34000000,0.00000000,0.00000000,10176.34000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,83,2025,7,15,20,30,196,1230,15,10151.36000000,130.34000000,0.00000000,8821.02000000,1200,0.00000000,10021.02000000,0.00000000,10151.36000000,0.00000000,0.00000000,10151.36000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,84,2025,7,15,20,45,196,1245,15,10126.39000000,126.43000000,0.00000000,8799.96000000,1200,0.00000000,9999.96000000,0.00000000,10126.39000000,0.00000000,0.00000000,10126.39000000,0.00000000,1,1,1,3,1.60000000,720.00000000,3,1.60000000,720.00000000,1
1,85,2025,7,15,21,0,196,1260,15,10101.41000000,122.51000000,0.00000000,8778.90000000,1200,0.00000000,9978.90000000,0.00000000,10101.41000000,0.00000000,0.00000000,10101.41000000,0.00000000,1,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,86,2025,7,15,21,15,196,1275,15,10041.17000000,119.76000000,0.00000000,9921.40000000,0,0.00000000,9921.40000000,0.00000000,10041.16000000,0.01000000,0.00000000,10041.17000000,0.00000000,2,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,87,2025,7,15,21,30,196,1290,15,9980.92000000,117.02000000,0.00000000,9863.91000000,0,0.00000000,9863.91000000,0.00000000,9980.93000000,0.00000000,0.01000000,9980.93000000,0.00000000,1,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,88,2025,7,15,21,45,196,1305,15,9920.68000000,114.27000000,0.00000000,9806.41000000,0,0.00000000,9806.41000000,0.00000000,9920.68000000,0.00000000,0.00000000,9920.68000000,0.00000000,1,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,89,2025,7,15,22,0,196,1320,15,9860.44000000,111.52000000,0.00000000,9748.92000000,0,0.00000000,9748.92000000,0.00000000,9860.44000000,0.00000000,0.00000000,9860.44000000,0.00000000,1,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,90,2025,7,15,22,15,196,1335,15,9795.53000000,110.02000000,0.00000000,9685.51000000,0,0.00000000,9685.51000000,0.00000000,9795.53000000,0.00000000,0.00000000,9795.53000000,0.00000000,1,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,91,2025,7,15,22,30,196,1350,15,9730.62000000,108.52000000,0.00000000,9622.10000000,0,0.00000000,9622.10000000,0.00000000,9730.62000000,0.00000000,0.00000000,9730.62000000,0.00000000,1,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,92,2025,7,15,22,45,196,1365,15,9665.71000000,107.01000000,0.00000000,9558.70000000,0,0.00000000,9558.70000000,0.00000000,9665.71000000,0.00000000,0.00000000,9665.71000000,0.00000000,1,1,1,4,1.92000000,864.00000000,3,1.60000000,720.00000000,1
1,93,2025,7,15,23,0,196,1380,15,9600.80000000,105.51000000,0.00000000,9495.29000000,0,0.00000000,9495.29000000,0.00000000,9600.80000000,0.00000000,0.00000000,9600.80000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,94,2025,7,15,23,15,196,1395,15,9600.80000000,105.51000000,0.00000000,9495.29000000,0,0.00000000,9495.29000000,0.00000000,9600.80000000,0.00000000,0.00000000,9600.80000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,95,2025,7,15,23,30,196,1410,15,9600.80000000,105.51000000,0.00000000,9495.29000000,0,0.00000000,9495.29000000,0.00000000,9600.80000000,0.00000000,0.00000000,9600.80000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
1,96,2025,7,15,23,45,196,1425,15,9600.80000000,105.51000000,0.00000000,9495.29000000,0,0.00000000,9495.29000000,0.00000000,9600.80000000,0.00000000,0.00000000,9600.80000000,0.00000000,1,1,1,1,1.00000000,450.00000000,1,1.00000000,450.00000000,1
2,97,2025,10,15,0,0,288,0,15,10037.05000000,455.30000000,0.00000000,9581.75000000,0,0.00000000,9581.75000000,0.00000000,10037.05000000,0.00000000,0.00000000,10037.05000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
2,98,2025,10,15,0,15,288,15,15,10016.32000000,457.36000000,0.00000000,9558.96000000,0,0.00000000,9558.96000000,0.00000000,10016.32000000,0.00000000,0.00000000,10016.32000000,0.00000000,1,1,2,2,0.40000000,180.00000000,2,0.40000000,180.00000000,1
